Code,ScheduleWeightMinutes,Description
132440,420,08:30-16:30 (13:15-14:15)
132441,420,08:30-16:30 (13:30-14:30)
132442,420,08:30-16:45 (10:30-11:45)
132443,420,08:30-16:45 (10:45-12:00)
132444,420,08:30-16:45 (11:00-12:15)
132445,420,08:30-16:45 (11:15-12:30)
132446,420,08:30-16:45 (11:30-12:45)
132447,420,08:30-16:45 (11:45-13:00)
132448,420,08:30-16:45 (12:00-13:15)
132449,420,08:30-16:45 (12:15-13:30)
132450,420,08:30-16:45 (12:30-13:45)
132451,420,08:30-16:45 (12:45-14:00)
132452,420,08:30-16:45 (13:00-14:15)
132453,420,08:30-16:45 (13:15-14:30)
132454,420,08:30-16:45 (13:30-14:45)
132455,420,08:30-17:00 (10:30-12:00)
132456,420,08:30-17:00 (10:45-12:15)
132457,420,08:30-17:00 (11:00-12:30)
132458,420,08:30-17:00 (11:15-12:45)
132459,420,08:30-17:00 (11:30-13:00)
132460,420,08:30-17:00 (11:45-13:15)
132461,420,08:30-17:00 (12:00-13:30)
132462,420,08:30-17:00 (12:15-13:45)
132463,420,08:30-17:00 (12:30-14:00)
132464,420,08:30-17:00 (12:45-14:15)
132465,420,08:30-17:00 (13:00-14:30)
132466,420,08:30-17:00 (13:15-14:45)
132467,420,08:30-17:00 (13:30-15:00)
132468,420,08:30-17:15 (10:30-12:15)
132469,420,08:30-17:15 (10:45-12:30)
132470,420,08:30-17:15 (11:00-12:45)
132471,420,08:30-17:15 (11:15-13:00)
132472,420,08:30-17:15 (11:30-13:15)
132473,420,08:30-17:15 (11:45-13:30)
132474,420,08:30-17:15 (12:00-13:45)
132475,420,08:30-17:15 (12:15-14:00)
132476,420,08:30-17:15 (12:30-14:15)
132477,420,08:30-17:15 (12:45-14:30)
132478,420,08:30-17:15 (13:00-14:45)
132479,420,08:30-17:15 (13:15-15:00)
132480,420,08:30-17:15 (13:30-15:15)
132481,420,08:30-17:30 (10:30-12:30)
132482,420,08:30-17:30 (10:45-12:45)
132483,420,08:30-17:30 (11:00-13:00)
132484,420,08:30-17:30 (11:15-13:15)
132485,420,08:30-17:30 (11:30-13:30)
132486,420,08:30-17:30 (11:45-13:45)
132487,420,08:30-17:30 (12:00-14:00)
132488,420,08:30-17:30 (12:15-14:15)
132489,420,08:30-17:30 (12:30-14:30)
132490,420,08:30-17:30 (12:45-14:45)
132491,420,08:30-17:30 (13:00-15:00)
132492,420,08:30-17:30 (13:15-15:15)
132493,420,08:30-17:30 (13:30-15:30)
132494,435,08:30-16:15 (10:45-11:15)
132495,435,08:30-16:15 (11:00-11:30)
132496,435,08:30-16:15 (11:15-11:45)
132497,435,08:30-16:15 (11:30-12:00)
132498,435,08:30-16:15 (11:45-12:15)
132499,435,08:30-16:15 (12:00-12:30)
132500,435,08:30-16:15 (12:15-12:45)
132501,435,08:30-16:15 (12:30-13:00)
132502,435,08:30-16:15 (12:45-13:15)
132503,435,08:30-16:15 (13:00-13:30)
132504,435,08:30-16:15 (13:15-13:45)
132505,435,08:30-16:15 (13:30-14:00)
132506,435,08:30-16:30 (10:45-11:30)
132507,435,08:30-16:30 (11:00-11:45)
132508,435,08:30-16:30 (11:15-12:00)
132509,435,08:30-16:30 (11:30-12:15)
132510,435,08:30-16:30 (11:45-12:30)
132511,435,08:30-16:30 (12:00-12:45)
132512,435,08:30-16:30 (12:15-13:00)
132513,435,08:30-16:30 (12:30-13:15)
132514,435,08:30-16:30 (12:45-13:30)
132515,435,08:30-16:30 (13:00-13:45)
132516,435,08:30-16:30 (13:15-14:00)
132517,435,08:30-16:30 (13:30-14:15)
132518,435,08:30-16:45 (10:45-11:45)
132519,435,08:30-16:45 (11:00-12:00)
132520,435,08:30-16:45 (11:15-12:15)
132521,435,08:30-16:45 (11:30-12:30)
132522,435,08:30-16:45 (11:45-12:45)
132523,435,08:30-16:45 (12:00-13:00)
132524,435,08:30-16:45 (12:15-13:15)
132525,435,08:30-16:45 (12:30-13:30)
132526,435,08:30-16:45 (12:45-13:45)
132527,435,08:30-16:45 (13:00-14:00)
132528,435,08:30-16:45 (13:15-14:15)
132529,435,08:30-16:45 (13:30-14:30)
132530,435,08:30-17:00 (10:45-12:00)
132531,435,08:30-17:00 (11:00-12:15)
132532,435,08:30-17:00 (11:15-12:30)
132533,435,08:30-17:00 (11:30-12:45)
132534,435,08:30-17:00 (11:45-13:00)
132535,435,08:30-17:00 (12:00-13:15)
132536,435,08:30-17:00 (12:15-13:30)
132537,435,08:30-17:00 (12:30-13:45)
132538,435,08:30-17:00 (12:45-14:00)
132539,435,08:30-17:00 (13:00-14:15)
132540,435,08:30-17:00 (13:15-14:30)
132541,435,08:30-17:00 (13:30-14:45)
132542,435,08:30-17:15 (10:45-12:15)
132543,435,08:30-17:15 (11:00-12:30)
132544,435,08:30-17:15 (11:15-12:45)
132545,435,08:30-17:15 (11:30-13:00)
132546,435,08:30-17:15 (11:45-13:15)
132547,435,08:30-17:15 (12:00-13:30)
132548,435,08:30-17:15 (12:15-13:45)
132549,435,08:30-17:15 (12:30-14:00)
132550,435,08:30-17:15 (12:45-14:15)
132551,435,08:30-17:15 (13:00-14:30)
132552,435,08:30-17:15 (13:15-14:45)
132553,435,08:30-17:15 (13:30-15:00)
132554,435,08:30-17:30 (10:45-12:30)
132555,435,08:30-17:30 (11:00-12:45)
132556,435,08:30-17:30 (11:15-13:00)
132557,435,08:30-17:30 (11:30-13:15)
132558,435,08:30-17:30 (11:45-13:30)
132559,435,08:30-17:30 (12:00-13:45)
132560,435,08:30-17:30 (12:15-14:00)
132561,435,08:30-17:30 (12:30-14:15)
132562,435,08:30-17:30 (12:45-14:30)
132563,435,08:30-17:30 (13:00-14:45)
132564,435,08:30-17:30 (13:15-15:00)
132565,435,08:30-17:30 (13:30-15:15)
132566,435,08:30-17:45 (10:45-12:45)
132567,435,08:30-17:45 (11:00-13:00)
132568,435,08:30-17:45 (11:15-13:15)
132569,435,08:30-17:45 (11:30-13:30)
132570,435,08:30-17:45 (11:45-13:45)
132571,435,08:30-17:45 (12:00-14:00)
132572,435,08:30-17:45 (12:15-14:15)
132573,435,08:30-17:45 (12:30-14:30)
132574,435,08:30-17:45 (12:45-14:45)
132575,435,08:30-17:45 (13:00-15:00)
132576,435,08:30-17:45 (13:15-15:15)
132577,435,08:30-17:45 (13:30-15:30)
132578,450,08:30-16:30 (11:00-11:30)
132579,450,08:30-16:30 (11:15-11:45)
132580,450,08:30-16:30 (11:30-12:00)
132581,450,08:30-16:30 (11:45-12:15)
132582,450,08:30-16:30 (12:00-12:30)
132583,450,08:30-16:30 (12:15-12:45)
132584,450,08:30-16:30 (12:30-13:00)
132585,450,08:30-16:30 (12:45-13:15)
132586,450,08:30-16:30 (13:00-13:30)
132587,450,08:30-16:30 (13:15-13:45)
132588,450,08:30-16:30 (13:30-14:00)
132589,450,08:30-16:45 (11:00-11:45)
132590,450,08:30-16:45 (11:15-12:00)
132591,450,08:30-16:45 (11:30-12:15)
132592,450,08:30-16:45 (11:45-12:30)
132593,450,08:30-16:45 (12:00-12:45)
132594,450,08:30-16:45 (12:15-13:00)
132595,450,08:30-16:45 (12:30-13:15)
132596,450,08:30-16:45 (12:45-13:30)
132597,450,08:30-16:45 (13:00-13:45)
132598,450,08:30-16:45 (13:15-14:00)
132599,450,08:30-16:45 (13:30-14:15)
132600,450,08:30-17:00 (11:00-12:00)
132601,450,08:30-17:00 (11:15-12:15)
132602,450,08:30-17:00 (11:30-12:30)
132603,450,08:30-17:00 (11:45-12:45)
132604,450,08:30-17:00 (12:00-13:00)
132605,450,08:30-17:00 (12:15-13:15)
132606,450,08:30-17:00 (12:30-13:30)
132607,450,08:30-17:00 (12:45-13:45)
132608,450,08:30-17:00 (13:00-14:00)
132609,450,08:30-17:00 (13:15-14:15)
132610,450,08:30-17:00 (13:30-14:30)
132611,450,08:30-17:15 (11:00-12:15)
132612,450,08:30-17:15 (11:15-12:30)
132613,450,08:30-17:15 (11:30-12:45)
132614,450,08:30-17:15 (11:45-13:00)
132615,450,08:30-17:15 (12:00-13:15)
132616,450,08:30-17:15 (12:15-13:30)
132617,450,08:30-17:15 (12:30-13:45)
132618,450,08:30-17:15 (12:45-14:00)
132619,450,08:30-17:15 (13:00-14:15)
132620,450,08:30-17:15 (13:15-14:30)
132621,450,08:30-17:15 (13:30-14:45)
132622,450,08:30-17:30 (11:00-12:30)
132623,450,08:30-17:30 (11:15-12:45)
132624,450,08:30-17:30 (11:30-13:00)
132625,450,08:30-17:30 (11:45-13:15)
132626,450,08:30-17:30 (12:00-13:30)
132627,450,08:30-17:30 (12:15-13:45)
132628,450,08:30-17:30 (12:30-14:00)
132629,450,08:30-17:30 (12:45-14:15)
132630,450,08:30-17:30 (13:00-14:30)
132631,450,08:30-17:30 (13:15-14:45)
132632,450,08:30-17:30 (13:30-15:00)
132633,450,08:30-17:45 (11:00-12:45)
132634,450,08:30-17:45 (11:15-13:00)
132635,450,08:30-17:45 (11:30-13:15)
132636,450,08:30-17:45 (11:45-13:30)
132637,450,08:30-17:45 (12:00-13:45)
132638,450,08:30-17:45 (12:15-14:00)
132639,450,08:30-17:45 (12:30-14:15)
132640,450,08:30-17:45 (12:45-14:30)
132641,450,08:30-17:45 (13:00-14:45)
132642,450,08:30-17:45 (13:15-15:00)
132643,450,08:30-17:45 (13:30-15:15)
132644,450,08:30-18:00 (11:00-13:00)
132645,450,08:30-18:00 (11:15-13:15)
132646,450,08:30-18:00 (11:30-13:30)
132647,450,08:30-18:00 (11:45-13:45)
132648,450,08:30-18:00 (12:00-14:00)
132649,450,08:30-18:00 (12:15-14:15)
132650,450,08:30-18:00 (12:30-14:30)
132651,450,08:30-18:00 (12:45-14:45)
132652,450,08:30-18:00 (13:00-15:00)
132653,450,08:30-18:00 (13:15-15:15)
132654,450,08:30-18:00 (13:30-15:30)
132655,465,08:30-16:45 (11:15-11:45)
132656,465,08:30-16:45 (11:30-12:00)
132657,465,08:30-16:45 (11:45-12:15)
132658,465,08:30-16:45 (12:00-12:30)
132659,465,08:30-16:45 (12:15-12:45)
132660,465,08:30-16:45 (12:30-13:00)
132661,465,08:30-16:45 (12:45-13:15)
132662,465,08:30-16:45 (13:00-13:30)
132663,465,08:30-16:45 (13:15-13:45)
132664,465,08:30-16:45 (13:30-14:00)
132665,465,08:30-17:00 (11:15-12:00)
132666,465,08:30-17:00 (11:30-12:15)
132667,465,08:30-17:00 (11:45-12:30)
132668,465,08:30-17:00 (12:00-12:45)
132669,465,08:30-17:00 (12:15-13:00)
132670,465,08:30-17:00 (12:30-13:15)
132671,465,08:30-17:00 (12:45-13:30)
132672,465,08:30-17:00 (13:00-13:45)
132673,465,08:30-17:00 (13:15-14:00)
132674,465,08:30-17:00 (13:30-14:15)
132675,465,08:30-17:15 (11:15-12:15)
132676,465,08:30-17:15 (11:30-12:30)
132677,465,08:30-17:15 (11:45-12:45)
132678,465,08:30-17:15 (12:00-13:00)
132679,465,08:30-17:15 (12:15-13:15)
132680,465,08:30-17:15 (12:30-13:30)
132681,465,08:30-17:15 (12:45-13:45)
132682,465,08:30-17:15 (13:00-14:00)
132683,465,08:30-17:15 (13:15-14:15)
132684,465,08:30-17:15 (13:30-14:30)
132685,465,08:30-17:30 (11:15-12:30)
132686,465,08:30-17:30 (11:30-12:45)
132687,465,08:30-17:30 (11:45-13:00)
132688,465,08:30-17:30 (12:00-13:15)
132689,465,08:30-17:30 (12:15-13:30)
132690,465,08:30-17:30 (12:30-13:45)
132691,465,08:30-17:30 (12:45-14:00)
132692,465,08:30-17:30 (13:00-14:15)
132693,465,08:30-17:30 (13:15-14:30)
132694,465,08:30-17:30 (13:30-14:45)
132695,465,08:30-17:45 (11:15-12:45)
132696,465,08:30-17:45 (11:30-13:00)
132697,465,08:30-17:45 (11:45-13:15)
132698,465,08:30-17:45 (12:00-13:30)
132699,465,08:30-17:45 (12:15-13:45)
132700,465,08:30-17:45 (12:30-14:00)
132701,465,08:30-17:45 (12:45-14:15)
132702,465,08:30-17:45 (13:00-14:30)
132703,465,08:30-17:45 (13:15-14:45)
132704,465,08:30-17:45 (13:30-15:00)
132705,465,08:30-18:00 (11:15-13:00)
132706,465,08:30-18:00 (11:30-13:15)
132707,465,08:30-18:00 (11:45-13:30)
132708,465,08:30-18:00 (12:00-13:45)
132709,465,08:30-18:00 (12:15-14:00)
132710,465,08:30-18:00 (12:30-14:15)
132711,465,08:30-18:00 (12:45-14:30)
132712,465,08:30-18:00 (13:00-14:45)
132713,465,08:30-18:00 (13:15-15:00)
132714,465,08:30-18:00 (13:30-15:15)
132715,465,08:30-18:15 (11:15-13:15)
132716,465,08:30-18:15 (11:30-13:30)
132717,465,08:30-18:15 (11:45-13:45)
132718,465,08:30-18:15 (12:00-14:00)
132719,465,08:30-18:15 (12:15-14:15)
132720,465,08:30-18:15 (12:30-14:30)
132721,465,08:30-18:15 (12:45-14:45)
132722,465,08:30-18:15 (13:00-15:00)
132723,465,08:30-18:15 (13:15-15:15)
132724,465,08:30-18:15 (13:30-15:30)
132725,480,08:30-17:00 (11:30-12:00)
132726,480,08:30-17:00 (11:45-12:15)
132727,480,08:30-17:00 (12:00-12:30)
132728,480,08:30-17:00 (12:15-12:45)
132729,480,08:30-17:00 (12:30-13:00)
132730,480,08:30-17:00 (12:45-13:15)
132731,480,08:30-17:00 (13:00-13:30)
132732,480,08:30-17:00 (13:15-13:45)
132733,480,08:30-17:00 (13:30-14:00)
132734,480,08:30-17:15 (11:30-12:15)
132735,480,08:30-17:15 (11:45-12:30)
132736,480,08:30-17:15 (12:00-12:45)
132737,480,08:30-17:15 (12:15-13:00)
132738,480,08:30-17:15 (12:30-13:15)
132739,480,08:30-17:15 (12:45-13:30)
132740,480,08:30-17:15 (13:00-13:45)
132741,480,08:30-17:15 (13:15-14:00)
132742,480,08:30-17:15 (13:30-14:15)
132743,480,08:30-17:30 (11:30-12:30)
132744,480,08:30-17:30 (11:45-12:45)
132745,480,08:30-17:30 (12:00-13:00)
132746,480,08:30-17:30 (12:15-13:15)
132747,480,08:30-17:30 (12:30-13:30)
132748,480,08:30-17:30 (12:45-13:45)
132749,480,08:30-17:30 (13:00-14:00)
132750,480,08:30-17:30 (13:15-14:15)
132751,480,08:30-17:30 (13:30-14:30)
132752,480,08:30-17:45 (11:30-12:45)
132753,480,08:30-17:45 (11:45-13:00)
132754,480,08:30-17:45 (12:00-13:15)
132755,480,08:30-17:45 (12:15-13:30)
132756,480,08:30-17:45 (12:30-13:45)
132757,480,08:30-17:45 (12:45-14:00)
132758,480,08:30-17:45 (13:00-14:15)
132759,480,08:30-17:45 (13:15-14:30)
132760,480,08:30-17:45 (13:30-14:45)
132761,480,08:30-18:00 (11:30-13:00)
132762,480,08:30-18:00 (11:45-13:15)
132763,480,08:30-18:00 (12:00-13:30)
132764,480,08:30-18:00 (12:15-13:45)
132765,480,08:30-18:00 (12:30-14:00)
132766,480,08:30-18:00 (12:45-14:15)
132767,480,08:30-18:00 (13:00-14:30)
132768,480,08:30-18:00 (13:15-14:45)
132769,480,08:30-18:00 (13:30-15:00)
132770,480,08:30-18:15 (11:30-13:15)
132771,480,08:30-18:15 (11:45-13:30)
132772,480,08:30-18:15 (12:00-13:45)
132773,480,08:30-18:15 (12:15-14:00)
132774,480,08:30-18:15 (12:30-14:15)
132775,480,08:30-18:15 (12:45-14:30)
132776,480,08:30-18:15 (13:00-14:45)
132777,480,08:30-18:15 (13:15-15:00)
132778,480,08:30-18:15 (13:30-15:15)
132779,480,08:30-18:30 (11:30-13:30)
132780,480,08:30-18:30 (11:45-13:45)
132781,480,08:30-18:30 (12:00-14:00)
132782,480,08:30-18:30 (12:15-14:15)
132783,480,08:30-18:30 (12:30-14:30)
132784,480,08:30-18:30 (12:45-14:45)
132785,480,08:30-18:30 (13:00-15:00)
132786,480,08:30-18:30 (13:15-15:15)
132787,480,08:30-18:30 (13:30-15:30)
132788,495,08:30-17:15 (11:45-12:15)
132789,495,08:30-17:15 (12:00-12:30)
132790,495,08:30-17:15 (12:15-12:45)
132791,495,08:30-17:15 (12:30-13:00)
132792,495,08:30-17:15 (12:45-13:15)
132793,495,08:30-17:15 (13:00-13:30)
132794,495,08:30-17:15 (13:15-13:45)
132795,495,08:30-17:15 (13:30-14:00)
132796,495,08:30-17:30 (11:45-12:30)
132797,495,08:30-17:30 (12:00-12:45)
132798,495,08:30-17:30 (12:15-13:00)
132799,495,08:30-17:30 (12:30-13:15)
132800,495,08:30-17:30 (12:45-13:30)
132801,495,08:30-17:30 (13:00-13:45)
132802,495,08:30-17:30 (13:15-14:00)
132803,495,08:30-17:30 (13:30-14:15)
132804,495,08:30-17:45 (11:45-12:45)
132805,495,08:30-17:45 (12:00-13:00)
132806,495,08:30-17:45 (12:15-13:15)
132807,495,08:30-17:45 (12:30-13:30)
132808,495,08:30-17:45 (12:45-13:45)
132809,495,08:30-17:45 (13:00-14:00)
132810,495,08:30-17:45 (13:15-14:15)
132811,495,08:30-17:45 (13:30-14:30)
132812,495,08:30-18:00 (11:45-13:00)
132813,495,08:30-18:00 (12:00-13:15)
132814,495,08:30-18:00 (12:15-13:30)
132815,495,08:30-18:00 (12:30-13:45)
132816,495,08:30-18:00 (12:45-14:00)
132817,495,08:30-18:00 (13:00-14:15)
132818,495,08:30-18:00 (13:15-14:30)
132819,495,08:30-18:00 (13:30-14:45)
132820,495,08:30-18:15 (11:45-13:15)
132821,495,08:30-18:15 (12:00-13:30)
132822,495,08:30-18:15 (12:15-13:45)
132823,495,08:30-18:15 (12:30-14:00)
132824,495,08:30-18:15 (12:45-14:15)
132825,495,08:30-18:15 (13:00-14:30)
132826,495,08:30-18:15 (13:15-14:45)
132827,495,08:30-18:15 (13:30-15:00)
132828,495,08:30-18:30 (11:45-13:30)
132829,495,08:30-18:30 (12:00-13:45)
132830,495,08:30-18:30 (12:15-14:00)
132831,495,08:30-18:30 (12:30-14:15)
132832,495,08:30-18:30 (12:45-14:30)
132833,495,08:30-18:30 (13:00-14:45)
132834,495,08:30-18:30 (13:15-15:00)
132835,495,08:30-18:30 (13:30-15:15)
132836,495,08:30-18:45 (11:45-13:45)
132837,495,08:30-18:45 (12:00-14:00)
132838,495,08:30-18:45 (12:15-14:15)
132839,495,08:30-18:45 (12:30-14:30)
132840,495,08:30-18:45 (12:45-14:45)
132841,495,08:30-18:45 (13:00-15:00)
132842,495,08:30-18:45 (13:15-15:15)
132843,495,08:30-18:45 (13:30-15:30)
132844,510,08:30-17:30 (12:00-12:30)
132845,510,08:30-17:30 (12:15-12:45)
132846,510,08:30-17:30 (12:30-13:00)
132847,510,08:30-17:30 (12:45-13:15)
132848,510,08:30-17:30 (13:00-13:30)
132849,510,08:30-17:30 (13:15-13:45)
132850,510,08:30-17:30 (13:30-14:00)
132851,510,08:30-17:45 (12:00-12:45)
132852,510,08:30-17:45 (12:15-13:00)
132853,510,08:30-17:45 (12:30-13:15)
132854,510,08:30-17:45 (12:45-13:30)
132855,510,08:30-17:45 (13:00-13:45)
132856,510,08:30-17:45 (13:15-14:00)
132857,510,08:30-17:45 (13:30-14:15)
132858,510,08:30-18:00 (12:00-13:00)
132859,510,08:30-18:00 (12:15-13:15)
132860,510,08:30-18:00 (12:30-13:30)
132861,510,08:30-18:00 (12:45-13:45)
132862,510,08:30-18:00 (13:00-14:00)
132863,510,08:30-18:00 (13:15-14:15)
132864,510,08:30-18:00 (13:30-14:30)
132865,510,08:30-18:15 (12:00-13:15)
132866,510,08:30-18:15 (12:15-13:30)
132867,510,08:30-18:15 (12:30-13:45)
132868,510,08:30-18:15 (12:45-14:00)
132869,510,08:30-18:15 (13:00-14:15)
132870,510,08:30-18:15 (13:15-14:30)
132871,510,08:30-18:15 (13:30-14:45)
132872,510,08:30-18:30 (12:00-13:30)
132873,510,08:30-18:30 (12:15-13:45)
132874,510,08:30-18:30 (12:30-14:00)
132875,510,08:30-18:30 (12:45-14:15)
132876,510,08:30-18:30 (13:00-14:30)
132877,510,08:30-18:30 (13:15-14:45)
132878,510,08:30-18:30 (13:30-15:00)
132879,510,08:30-18:45 (12:00-13:45)
132880,510,08:30-18:45 (12:15-14:00)
132881,510,08:30-18:45 (12:30-14:15)
132882,510,08:30-18:45 (12:45-14:30)
132883,510,08:30-18:45 (13:00-14:45)
132884,510,08:30-18:45 (13:15-15:00)
132885,510,08:30-18:45 (13:30-15:15)
132886,510,08:30-19:00 (12:00-14:00)
132887,510,08:30-19:00 (12:15-14:15)
132888,510,08:30-19:00 (12:30-14:30)
132889,510,08:30-19:00 (12:45-14:45)
132890,510,08:30-19:00 (13:00-15:00)
132891,510,08:30-19:00 (13:15-15:15)
132892,510,08:30-19:00 (13:30-15:30)
132893,525,08:30-17:45 (12:15-12:45)
132894,525,08:30-17:45 (12:30-13:00)
132895,525,08:30-17:45 (12:45-13:15)
132896,525,08:30-17:45 (13:00-13:30)
132897,525,08:30-17:45 (13:15-13:45)
132898,525,08:30-17:45 (13:30-14:00)
132899,525,08:30-18:00 (12:15-13:00)
132900,525,08:30-18:00 (12:30-13:15)
132901,525,08:30-18:00 (12:45-13:30)
132902,525,08:30-18:00 (13:00-13:45)
132903,525,08:30-18:00 (13:15-14:00)
132904,525,08:30-18:00 (13:30-14:15)
132905,525,08:30-18:15 (12:15-13:15)
132906,525,08:30-18:15 (12:30-13:30)
132907,525,08:30-18:15 (12:45-13:45)
132908,525,08:30-18:15 (13:00-14:00)
132909,525,08:30-18:15 (13:15-14:15)
132910,525,08:30-18:15 (13:30-14:30)
132911,525,08:30-18:30 (12:15-13:30)
132912,525,08:30-18:30 (12:30-13:45)
132913,525,08:30-18:30 (12:45-14:00)
132914,525,08:30-18:30 (13:00-14:15)
132915,525,08:30-18:30 (13:15-14:30)
132916,525,08:30-18:30 (13:30-14:45)
132917,525,08:30-18:45 (12:15-13:45)
132918,525,08:30-18:45 (12:30-14:00)
132919,525,08:30-18:45 (12:45-14:15)
132920,525,08:30-18:45 (13:00-14:30)
132921,525,08:30-18:45 (13:15-14:45)
132922,525,08:30-18:45 (13:30-15:00)
132923,525,08:30-19:00 (12:15-14:00)
132924,525,08:30-19:00 (12:30-14:15)
132925,525,08:30-19:00 (12:45-14:30)
132926,525,08:30-19:00 (13:00-14:45)
132927,525,08:30-19:00 (13:15-15:00)
132928,525,08:30-19:00 (13:30-15:15)
132929,525,08:30-19:15 (12:15-14:15)
132930,525,08:30-19:15 (12:30-14:30)
132931,525,08:30-19:15 (12:45-14:45)
132932,525,08:30-19:15 (13:00-15:00)
132933,525,08:30-19:15 (13:15-15:15)
132934,525,08:30-19:15 (13:30-15:30)
132935,540,08:30-18:00 (12:30-13:00)
132936,540,08:30-18:00 (12:45-13:15)
132937,540,08:30-18:00 (13:00-13:30)
132938,540,08:30-18:00 (13:15-13:45)
132939,540,08:30-18:00 (13:30-14:00)
132940,540,08:30-18:15 (12:30-13:15)
132941,540,08:30-18:15 (12:45-13:30)
132942,540,08:30-18:15 (13:00-13:45)
132943,540,08:30-18:15 (13:15-14:00)
132944,540,08:30-18:15 (13:30-14:15)
132945,540,08:30-18:30 (12:30-13:30)
132946,540,08:30-18:30 (12:45-13:45)
132947,540,08:30-18:30 (13:00-14:00)
132948,540,08:30-18:30 (13:15-14:15)
132949,540,08:30-18:30 (13:30-14:30)
132950,540,08:30-18:45 (12:30-13:45)
132951,540,08:30-18:45 (12:45-14:00)
132952,540,08:30-18:45 (13:00-14:15)
132953,540,08:30-18:45 (13:15-14:30)
132954,540,08:30-18:45 (13:30-14:45)
132955,540,08:30-19:00 (12:30-14:00)
132956,540,08:30-19:00 (12:45-14:15)
132957,540,08:30-19:00 (13:00-14:30)
132958,540,08:30-19:00 (13:15-14:45)
132959,540,08:30-19:00 (13:30-15:00)
132960,540,08:30-19:15 (12:30-14:15)
132961,540,08:30-19:15 (12:45-14:30)
132962,540,08:30-19:15 (13:00-14:45)
132963,540,08:30-19:15 (13:15-15:00)
132964,540,08:30-19:15 (13:30-15:15)
132965,540,08:30-19:30 (12:30-14:30)
132966,540,08:30-19:30 (12:45-14:45)
132967,540,08:30-19:30 (13:00-15:00)
132968,540,08:30-19:30 (13:15-15:15)
132969,540,08:30-19:30 (13:30-15:30)
132970,555,08:30-18:15 (12:45-13:15)
132971,555,08:30-18:15 (13:00-13:30)
132972,555,08:30-18:15 (13:15-13:45)
132973,555,08:30-18:15 (13:30-14:00)
132974,555,08:30-18:30 (12:45-13:30)
132975,555,08:30-18:30 (13:00-13:45)
132976,555,08:30-18:30 (13:15-14:00)
132977,555,08:30-18:30 (13:30-14:15)
132978,555,08:30-18:45 (12:45-13:45)
132979,555,08:30-18:45 (13:00-14:00)
132980,555,08:30-18:45 (13:15-14:15)
132981,555,08:30-18:45 (13:30-14:30)
132982,555,08:30-19:00 (12:45-14:00)
132983,555,08:30-19:00 (13:00-14:15)
132984,555,08:30-19:00 (13:15-14:30)
132985,555,08:30-19:00 (13:30-14:45)
132986,555,08:30-19:15 (12:45-14:15)
132987,555,08:30-19:15 (13:00-14:30)
132988,555,08:30-19:15 (13:15-14:45)
132989,555,08:30-19:15 (13:30-15:00)
132990,555,08:30-19:30 (12:45-14:30)
132991,555,08:30-19:30 (13:00-14:45)
132992,555,08:30-19:30 (13:15-15:00)
132993,555,08:30-19:30 (13:30-15:15)
132994,555,08:30-19:45 (12:45-14:45)
132995,555,08:30-19:45 (13:00-15:00)
132996,555,08:30-19:45 (13:15-15:15)
132997,555,08:30-19:45 (13:30-15:30)
132998,570,08:30-18:30 (13:00-13:30)
132999,570,08:30-18:30 (13:15-13:45)
133000,570,08:30-18:30 (13:30-14:00)
133001,570,08:30-18:45 (13:00-13:45)
133002,570,08:30-18:45 (13:15-14:00)
133003,570,08:30-18:45 (13:30-14:15)
133004,570,08:30-19:00 (13:00-14:00)
133005,570,08:30-19:00 (13:15-14:15)
133006,570,08:30-19:00 (13:30-14:30)
133007,570,08:30-19:15 (13:00-14:15)
133008,570,08:30-19:15 (13:15-14:30)
133009,570,08:30-19:15 (13:30-14:45)
133010,570,08:30-19:30 (13:00-14:30)
133011,570,08:30-19:30 (13:15-14:45)
133012,570,08:30-19:30 (13:30-15:00)
133013,570,08:30-19:45 (13:00-14:45)
133014,570,08:30-19:45 (13:15-15:00)
133015,570,08:30-19:45 (13:30-15:15)
133016,570,08:30-20:00 (13:00-15:00)
133017,570,08:30-20:00 (13:15-15:15)
133018,570,08:30-20:00 (13:30-15:30)
133019,585,08:30-18:45 (13:15-13:45)
133020,585,08:30-18:45 (13:30-14:00)
133021,585,08:30-19:00 (13:15-14:00)
133022,585,08:30-19:00 (13:30-14:15)
133023,585,08:30-19:15 (13:15-14:15)
133024,585,08:30-19:15 (13:30-14:30)
133025,585,08:30-19:30 (13:15-14:30)
133026,585,08:30-19:30 (13:30-14:45)
133027,585,08:30-19:45 (13:15-14:45)
133028,585,08:30-19:45 (13:30-15:00)
133029,585,08:30-20:00 (13:15-15:00)
133030,585,08:30-20:00 (13:30-15:15)
133031,585,08:30-20:15 (13:15-15:15)
133032,585,08:30-20:15 (13:30-15:30)
133033,600,08:30-19:00 (13:30-14:00)
133034,600,08:30-19:15 (13:30-14:15)
133035,600,08:30-19:30 (13:30-14:30)
133036,600,08:30-19:45 (13:30-14:45)
133037,600,08:30-20:00 (13:30-15:00)
133038,600,08:30-20:15 (13:30-15:15)
133039,600,08:30-20:30 (13:30-15:30)
133040,180,08:45-11:45
133041,195,08:45-12:00
133042,210,08:45-12:15
133043,225,08:45-12:30
133044,240,08:45-12:45
133045,255,08:45-13:00
133046,270,08:45-13:15
133047,285,08:45-13:30
133048,300,08:45-13:45
133049,315,08:45-14:00
133050,330,08:45-14:15
133051,345,08:45-14:30
133052,360,08:45-14:45
